MonsoonIntensity,TopographyDrainage,RiverManagement,Deforestation,Urbanization,ClimateChange,DamsQuality,Siltation,AgriculturalPractices,Encroachments,IneffectiveDisasterPreparedness,DrainageSystems,CoastalVulnerability,Landslides,Watersheds,DeterioratingInfrastructure,PopulationScore,WetlandLoss,InadequatePlanning,PoliticalFactors,FloodProbability,id
6,5,6,8,7,2,2,5,2,7,9,1,6,6,3,4,4,7,3,6,0.495,14421
5,2,9,4,4,5,3,7,0,8,1,6,8,4,6,11,3,4,4,4,0.49,14422
3,3,6,2,8,2,2,3,9,2,5,4,1,1,6,3,7,9,6,7,0.445,14423
11,6,4,12,7,8,4,1,4,3,6,5,5,7,1,3,8,5,4,4,0.54,14424
5,3,2,4,5,4,1,4,7,4,6,3,3,5,3,5,6,6,6,4,0.43,14425
4,2,4,3,3,8,2,3,9,4,5,3,3,3,2,3,2,5,7,5,0.4,14426
6,5,4,6,5,4,7,4,4,9,5,5,8,3,4,8,4,3,2,8,0.52,14427
6,2,3,4,3,1,4,5,2,9,10,2,8,8,3,2,3,5,4,6,0.45,14428
4,3,6,5,4,2,8,5,4,5,4,9,5,3,13,6,3,9,6,8,0.56,14429
8,5,11,6,5,5,4,8,3,3,4,6,5,4,6,9,4,2,5,7,0.55,14430
9,6,5,5,5,2,4,3,5,5,4,7,6,4,7,6,2,7,2,3,0.485,14431
7,6,5,3,5,6,7,3,10,4,3,7,4,5,5,6,4,7,4,7,0.54,14432
4,6,6,6,7,3,9,2,9,7,8,1,3,6,6,3,6,2,7,6,0.535,14433
4,4,4,4,2,1,2,4,3,5,6,2,5,3,6,4,5,5,4,6,0.395,14434
6,11,4,8,2,2,3,3,4,2,3,8,5,3,4,6,7,2,1,3,0.435,14435
5,7,8,6,4,6,2,3,5,11,5,4,5,4,3,5,4,5,10,6,0.54,14436
6,2,6,5,5,4,3,5,6,3,3,5,3,1,3,9,6,5,3,6,0.445,14437
9,5,6,4,5,5,4,6,6,4,5,3,2,3,4,4,2,8,2,2,0.445,14438
12,5,6,5,6,4,3,7,5,9,6,3,8,5,5,5,2,6,3,2,0.535,14439
4,6,7,2,6,5,8,10,4,3,4,7,4,5,5,6,3,7,2,6,0.52,14440
6,4,3,6,2,5,4,4,4,5,5,6,10,7,2,9,3,3,6,5,0.495,14441
9,8,5,4,5,7,7,3,4,6,5,4,9,8,5,6,6,7,5,8,0.605,14442
10,4,5,3,8,5,8,4,4,3,4,10,1,4,5,6,9,6,6,5,0.55,14443
8,5,11,4,7,6,6,6,6,8,1,8,7,4,3,6,3,6,4,9,0.59,14444
12,2,6,5,5,4,3,5,2,5,3,6,4,4,6,5,8,4,2,3,0.47,14445
5,3,5,6,6,2,4,5,3,8,10,5,5,2,11,7,3,9,2,6,0.535,14446
5,3,6,1,4,3,6,2,2,9,1,2,5,4,6,7,3,3,3,8,0.415,14447
3,5,7,1,4,2,1,4,7,7,4,2,6,4,5,9,4,7,5,5,0.46,14448
3,6,7,8,2,2,6,7,2,10,3,5,9,4,2,4,5,8,7,4,0.52,14449
11,5,6,6,6,5,6,3,8,2,4,10,11,6,7,7,6,5,4,8,0.63,14450
5,3,5,3,6,3,3,8,3,7,2,2,10,7,0,4,5,1,4,1,0.41,14451
9,9,7,5,3,7,3,3,6,7,4,9,2,9,2,4,5,5,8,5,0.56,14452
3,7,7,6,5,3,7,10,8,9,8,6,3,7,6,4,9,5,7,10,0.65,14453
1,4,6,3,8,3,5,10,5,7,4,5,6,6,6,5,6,5,8,6,0.545,14454
3,3,7,4,4,4,2,5,7,5,7,7,4,5,5,4,8,2,4,4,0.47,14455
4,7,5,7,6,3,2,4,8,6,9,1,4,5,5,2,3,7,7,3,0.49,14456
8,8,6,3,8,3,3,3,2,5,4,3,6,12,8,4,9,13,6,5,0.595,14457
3,6,7,5,8,5,6,7,2,6,5,10,3,4,5,3,2,3,2,4,0.48,14458
9,7,8,7,1,5,5,5,1,9,4,4,5,4,6,4,5,3,4,7,0.515,14459
6,1,4,5,5,5,8,8,5,3,7,0,5,4,5,8,1,6,7,6,0.495,14460
0,6,5,2,4,5,6,9,5,3,7,4,3,3,7,5,5,8,6,2,0.475,14461
5,5,5,4,5,9,5,3,8,2,2,6,9,6,5,5,6,3,5,4,0.51,14462
5,1,10,4,3,4,2,4,5,6,4,5,7,6,8,5,5,5,3,5,0.485,14463
6,3,6,2,3,4,3,6,1,6,8,3,7,3,5,4,7,4,7,10,0.49,14464
5,4,6,5,6,6,2,5,5,5,6,5,9,8,6,3,5,7,2,1,0.505,14465
2,3,5,6,7,5,9,9,6,6,4,7,9,5,7,2,4,1,5,3,0.525,14466
6,4,6,6,3,5,5,5,3,6,6,1,7,5,5,5,5,4,11,4,0.51,14467
3,3,2,5,4,7,3,2,4,5,5,6,6,6,9,6,4,2,3,4,0.445,14468
6,9,7,5,8,6,7,2,3,3,7,5,4,3,3,5,3,3,6,7,0.51,14469
5,8,7,3,3,3,2,3,4,6,4,4,9,1,1,4,4,6,5,8,0.45,14470
4,3,3,4,4,2,6,1,4,4,2,6,6,7,3,6,3,6,3,5,0.41,14471
2,6,2,5,5,6,7,11,9,6,4,6,5,4,3,1,4,8,1,1,0.48,14472
5,5,5,9,7,6,8,4,3,6,4,8,3,3,1,7,9,2,6,11,0.56,14473
8,6,7,3,6,4,8,5,7,9,4,7,5,0,2,9,8,4,7,5,0.57,14474
4,5,6,6,1,3,6,8,5,5,4,7,7,6,2,4,5,3,6,6,0.495,14475
5,7,3,6,5,9,8,5,10,4,5,5,6,7,4,6,5,3,3,4,0.55,14476
4,2,7,4,3,7,3,4,6,4,11,7,3,9,4,6,9,8,9,3,0.565,14477
5,1,7,4,3,3,5,7,7,4,5,7,4,3,4,4,7,3,6,8,0.485,14478
10,4,6,7,4,7,4,5,2,8,4,4,6,8,3,4,6,7,10,3,0.56,14479
10,4,2,3,5,8,3,6,1,7,5,11,6,3,7,9,5,4,6,3,0.54,14480
1,8,5,5,3,7,6,6,7,6,5,6,3,4,4,7,4,4,3,4,0.49,14481
0,1,4,13,7,7,6,6,3,3,8,5,8,5,3,7,8,9,3,5,0.555,14482
3,3,5,6,8,5,1,9,5,4,3,5,6,5,5,4,6,7,6,6,0.51,14483
4,2,4,11,1,3,5,6,5,5,6,4,3,3,2,3,3,7,5,4,0.43,14484
3,5,5,6,6,9,5,6,3,6,1,5,9,1,8,5,4,5,7,2,0.505,14485
2,3,5,5,4,4,3,7,4,7,4,4,5,7,3,6,4,6,10,5,0.49,14486
3,2,6,9,7,4,4,8,1,6,4,3,6,3,9,11,5,4,3,2,0.5,14487
4,4,6,3,6,3,11,8,4,5,10,5,6,7,2,6,6,4,7,2,0.545,14488
5,5,4,7,7,1,7,6,6,2,3,8,3,2,2,7,2,3,4,5,0.445,14489
3,8,3,4,6,4,3,7,5,6,4,6,3,5,4,5,5,6,5,3,0.475,14490
5,7,5,2,5,8,6,3,10,6,3,2,4,6,3,6,9,4,6,7,0.535,14491
8,3,1,4,5,6,8,5,5,6,4,3,4,3,6,2,5,6,3,7,0.47,14492
10,5,5,7,9,6,3,4,2,4,7,2,4,8,5,3,7,8,3,7,0.545,14493
4,6,5,4,4,3,9,3,5,3,6,6,4,4,1,5,8,8,4,8,0.5,14494
5,8,5,1,3,7,2,4,7,6,3,6,4,4,6,7,6,4,5,7,0.5,14495
5,3,6,7,5,1,6,3,8,1,4,8,5,9,3,6,5,6,4,6,0.505,14496
3,4,4,4,4,1,3,6,5,9,4,4,5,5,7,3,4,3,6,5,0.445,14497
5,4,7,7,4,5,6,2,5,3,8,3,4,5,8,2,7,6,9,6,0.53,14498
2,6,8,8,2,4,6,4,6,8,8,2,7,5,5,2,5,4,6,6,0.52,14499
2,1,3,5,6,1,7,8,7,4,3,6,4,6,3,5,8,3,2,5,0.445,14500
0,5,5,4,2,4,2,9,5,4,6,11,5,3,8,6,1,5,4,4,0.465,14501
7,3,8,5,8,7,9,1,6,7,5,1,3,7,4,4,3,3,6,8,0.525,14502
6,9,8,4,5,2,4,5,7,2,9,6,2,3,2,8,2,4,5,4,0.485,14503
1,4,6,1,4,2,4,6,4,7,3,5,7,1,5,4,8,3,8,3,0.43,14504
4,2,6,3,8,7,6,4,4,6,6,8,8,3,2,6,4,1,5,5,0.49,14505
7,8,7,2,2,6,4,1,1,9,8,4,5,6,3,3,6,2,4,6,0.47,14506
5,4,5,6,7,7,6,5,3,7,8,5,9,5,7,5,1,4,3,8,0.55,14507
3,8,5,8,3,2,4,3,10,0,5,4,7,1,5,5,4,7,3,3,0.45,14508
7,6,7,7,7,6,6,4,7,3,5,6,7,4,8,4,5,9,5,3,0.58,14509
7,8,6,1,7,3,3,4,7,6,5,6,11,4,9,3,5,4,7,6,0.56,14510
9,6,4,1,6,3,5,3,4,2,6,2,5,7,4,4,6,4,6,5,0.46,14511
7,4,2,7,5,5,2,11,4,3,6,3,3,5,5,2,4,5,5,3,0.455,14512
6,5,5,7,9,2,6,4,2,10,6,2,4,4,4,6,6,3,8,5,0.52,14513
2,7,3,1,6,7,6,5,4,1,7,5,6,9,3,4,4,4,4,6,0.47,14514
8,5,6,3,3,8,5,5,4,4,6,6,4,11,6,3,3,9,2,4,0.525,14515
2,3,3,2,8,8,7,4,12,5,5,2,5,4,6,3,10,4,5,6,0.52,14516
3,5,9,7,1,8,12,2,6,5,4,6,3,6,8,6,8,4,3,5,0.555,14517
4,3,5,8,5,6,6,4,6,6,4,6,8,2,10,5,6,2,6,5,0.535,14518
5,5,7,2,2,5,4,8,5,5,4,1,4,4,5,3,5,3,6,8,0.455,14519
5,4,3,4,4,3,2,2,4,3,7,5,5,6,3,6,6,8,6,6,0.46,14520
8,9,6,6,5,5,4,3,8,3,4,5,4,8,2,5,4,7,4,6,0.53,14521
5,2,10,8,2,7,4,5,3,4,4,8,8,5,3,3,4,4,5,5,0.495,14522
5,9,7,2,5,4,6,4,7,8,5,7,4,4,5,6,3,6,4,3,0.52,14523
6,1,4,9,6,7,5,4,5,4,8,9,6,5,5,6,3,5,5,4,0.535,14524
5,8,3,4,4,7,0,5,2,6,4,2,5,5,6,6,3,5,5,6,0.455,14525
4,7,9,2,10,7,5,6,3,8,5,3,3,5,4,9,3,4,4,3,0.52,14526
6,6,3,6,12,7,5,2,6,7,5,5,6,2,4,4,3,6,6,7,0.54,14527
7,6,8,2,3,6,6,10,7,6,1,9,3,1,1,5,1,6,3,6,0.485,14528
3,4,3,3,4,8,9,4,4,4,8,7,1,6,4,5,7,7,4,3,0.49,14529
2,5,5,9,6,5,5,4,2,6,6,4,2,6,8,1,8,5,4,3,0.48,14530
6,4,4,5,6,2,6,7,6,5,6,3,5,3,6,9,7,6,2,3,0.505,14531
9,6,5,4,7,3,7,5,5,5,8,2,6,5,3,4,5,3,5,4,0.505,14532
3,8,7,4,6,2,4,5,9,5,6,4,7,5,4,7,3,3,6,5,0.515,14533
5,8,6,4,7,3,1,6,5,5,6,4,7,6,3,7,6,3,10,4,0.53,14534
4,8,1,4,5,5,5,9,6,7,4,3,4,5,5,5,2,6,3,4,0.475,14535
7,9,12,6,4,7,6,7,4,2,3,3,5,6,7,5,4,3,5,5,0.55,14536
1,5,5,7,6,6,3,5,4,5,3,8,4,4,5,7,6,10,2,10,0.53,14537
3,6,6,3,7,4,3,4,7,9,7,6,5,6,1,6,5,11,2,7,0.54,14538
2,5,3,2,5,7,6,7,2,5,11,7,1,12,6,2,2,5,5,3,0.49,14539
4,4,7,3,1,3,4,6,5,1,9,10,6,5,6,5,3,4,1,5,0.46,14540
3,4,9,3,4,7,7,4,4,8,6,9,4,4,8,2,6,3,8,6,0.545,14541
8,4,4,5,5,2,7,1,3,7,3,8,5,2,3,7,7,8,6,4,0.495,14542
6,1,6,5,6,3,3,5,7,9,1,4,4,2,3,6,5,7,8,3,0.47,14543
5,9,8,3,2,7,7,7,5,6,8,5,6,4,10,5,5,4,2,3,0.555,14544
4,2,8,4,4,8,2,2,5,3,7,3,4,5,5,9,3,5,4,4,0.455,14545
4,6,6,3,4,2,10,7,6,5,2,3,11,6,3,2,2,9,10,4,0.525,14546
5,7,9,1,7,3,3,3,4,4,4,4,3,4,5,4,13,2,5,8,0.49,14547
6,4,6,7,4,7,11,5,7,8,6,5,4,7,4,8,3,5,2,3,0.56,14548
2,4,5,6,6,2,7,5,3,4,6,3,4,5,3,3,4,6,7,3,0.44,14549
6,5,4,6,4,3,3,3,5,5,7,5,2,3,5,2,6,6,7,3,0.45,14550
4,5,5,8,5,7,10,4,4,5,4,2,3,6,3,4,7,2,3,5,0.48,14551
7,8,8,6,4,11,5,7,2,5,5,10,4,5,3,6,6,10,1,2,0.575,14552
6,7,2,8,7,4,6,3,3,4,3,4,3,4,7,5,6,5,4,5,0.48,14553
7,3,4,8,7,7,5,4,7,7,6,3,7,4,9,6,5,4,3,3,0.545,14554
4,11,10,2,3,9,3,1,6,4,2,8,5,6,8,4,6,6,11,6,0.575,14555
12,1,6,7,2,9,8,3,8,9,1,3,5,7,2,6,7,5,3,5,0.545,14556
5,5,6,5,5,4,5,5,6,3,2,7,6,7,5,3,6,3,3,5,0.48,14557
7,7,3,3,4,3,2,3,5,1,8,5,5,4,6,4,3,6,3,6,0.44,14558
7,4,6,9,6,6,3,7,5,5,5,2,6,7,3,3,1,7,10,3,0.525,14559
7,2,6,5,4,7,7,6,4,5,6,4,5,7,3,7,3,5,5,2,0.5,14560
6,5,3,4,6,5,11,5,6,6,6,4,5,4,1,4,5,3,6,4,0.495,14561
5,3,3,6,4,6,7,7,4,10,3,6,4,6,7,7,2,5,7,2,0.52,14562
6,3,3,7,6,7,5,11,6,7,8,8,4,8,5,4,6,1,4,5,0.57,14563
8,6,6,3,5,10,3,5,3,8,5,4,5,6,1,5,6,2,4,3,0.49,14564
4,9,5,9,4,2,1,4,7,6,5,8,3,4,7,3,2,6,3,5,0.485,14565
4,5,8,6,7,5,5,5,9,4,7,2,5,5,9,4,4,7,5,3,0.545,14566
3,9,6,6,7,4,4,8,4,5,4,3,4,6,7,7,2,10,7,2,0.54,14567
6,7,5,2,5,8,7,5,6,4,7,5,8,6,7,2,3,4,3,8,0.54,14568
2,7,10,7,8,7,10,4,3,5,3,4,9,8,4,7,9,5,3,8,0.615,14569
4,2,4,7,3,7,7,2,5,6,8,4,6,5,5,2,5,10,6,2,0.5,14570
5,1,5,8,2,6,6,4,6,2,6,7,6,5,9,3,4,8,5,7,0.525,14571
2,4,5,4,2,7,3,2,5,4,8,4,2,3,6,4,9,4,3,2,0.415,14572
3,4,5,6,6,2,5,5,6,12,1,5,1,2,5,5,9,5,7,7,0.505,14573
7,7,3,3,3,4,6,2,3,2,3,6,8,5,4,2,7,3,6,7,0.455,14574
2,6,8,3,5,6,4,5,5,9,5,7,5,6,3,4,8,8,3,6,0.54,14575
7,5,6,1,6,4,4,4,3,4,2,3,6,4,3,2,9,8,6,4,0.455,14576
5,6,1,4,3,6,4,8,2,4,3,2,3,2,4,5,2,3,5,5,0.385,14577
5,4,6,4,4,3,3,3,7,4,4,4,2,2,4,7,5,4,8,4,0.435,14578
5,2,6,4,5,8,2,5,6,5,7,5,10,3,1,1,3,5,4,4,0.455,14579
6,1,9,6,5,4,5,8,6,5,2,2,5,3,4,4,6,7,5,5,0.49,14580
3,3,5,3,5,6,7,2,4,10,10,4,5,5,5,5,3,3,6,10,0.52,14581
4,3,4,7,4,10,6,9,9,4,8,7,3,9,3,5,6,4,3,3,0.555,14582
6,2,3,3,7,5,5,8,7,6,0,9,9,1,6,4,4,6,6,2,0.495,14583
6,5,4,4,4,4,7,7,6,9,5,7,7,4,5,4,5,3,3,3,0.51,14584
9,7,3,4,4,3,4,4,5,5,3,3,5,2,5,6,5,5,9,9,0.5,14585
11,4,4,1,5,5,8,6,5,5,6,6,6,4,7,4,7,5,7,7,0.565,14586
2,2,4,1,6,4,7,3,5,6,8,4,4,7,4,2,1,4,3,6,0.415,14587
9,6,11,3,6,5,9,2,2,6,5,7,3,7,2,2,3,5,6,7,0.53,14588
6,4,2,4,5,6,3,5,6,6,3,2,3,5,3,3,3,10,2,4,0.425,14589
5,6,9,1,12,2,2,2,2,4,7,6,7,4,5,5,7,4,9,2,0.505,14590
5,4,11,3,4,4,10,8,8,3,4,7,1,4,3,3,5,6,2,5,0.5,14591
2,4,9,9,5,2,5,9,4,2,6,7,6,3,3,3,7,1,6,5,0.49,14592
4,4,4,6,3,4,5,11,6,4,5,5,3,8,6,1,8,4,8,8,0.535,14593
7,9,3,3,7,3,4,4,4,6,4,6,3,6,5,3,4,5,11,4,0.505,14594
4,5,8,4,5,2,4,7,6,6,3,2,10,3,4,5,3,3,3,7,0.47,14595
10,2,5,6,6,5,7,5,1,3,6,8,0,8,5,0,3,7,4,1,0.46,14596
7,3,5,8,10,6,2,10,5,6,5,4,3,5,0,2,4,3,7,7,0.51,14597
8,6,8,4,6,5,8,3,1,5,5,3,4,6,6,4,5,1,10,1,0.495,14598
5,4,2,4,4,8,6,3,5,4,2,3,4,3,6,8,4,6,0,8,0.445,14599
7,5,3,6,5,7,8,4,7,4,4,5,4,6,4,9,7,4,3,9,0.555,14600
2,4,7,5,2,3,3,2,10,3,8,5,7,3,10,8,3,8,10,2,0.525,14601
4,3,1,1,4,12,4,5,8,6,4,5,8,8,6,4,2,1,5,1,0.46,14602
4,5,11,6,2,4,5,2,6,4,1,2,5,10,2,4,9,6,5,2,0.475,14603
7,1,4,4,1,8,3,4,8,4,8,1,9,6,9,9,3,2,8,2,0.505,14604
2,4,5,5,7,2,0,1,5,9,2,7,7,2,3,3,11,5,5,5,0.45,14605
5,5,6,4,2,2,8,6,2,10,1,6,2,2,4,4,4,3,4,1,0.405,14606
4,4,8,6,5,3,6,6,8,9,8,8,4,4,7,4,5,3,5,4,0.555,14607
2,4,11,7,2,6,7,8,6,5,3,11,2,7,4,9,3,3,2,4,0.53,14608
0,4,4,7,4,5,6,6,11,6,3,6,7,9,5,4,2,3,3,2,0.485,14609
3,4,5,2,2,5,3,2,9,7,4,5,7,3,5,5,5,6,7,5,0.47,14610
3,2,5,7,10,5,4,6,8,5,5,4,9,5,3,3,3,10,7,5,0.545,14611
5,6,1,4,4,5,6,7,5,4,4,3,6,4,4,11,5,8,6,7,0.525,14612
6,5,6,4,5,5,0,5,4,1,5,7,5,4,4,4,4,4,6,6,0.45,14613
6,6,4,7,2,8,3,6,4,3,4,1,7,0,4,4,4,8,9,5,0.475,14614
3,4,9,5,5,10,2,3,13,7,6,1,3,5,2,4,7,6,3,10,0.54,14615
6,3,3,5,5,2,8,6,3,7,4,3,11,5,7,7,5,5,4,7,0.53,14616
9,2,6,3,4,7,6,5,3,4,4,6,6,4,2,8,6,3,6,7,0.505,14617
6,3,9,6,1,5,8,4,1,4,8,7,4,5,2,1,7,3,6,2,0.46,14618
6,4,10,3,4,4,8,5,6,5,10,3,6,3,8,3,5,5,6,4,0.54,14619
3,5,3,3,2,10,5,8,3,6,4,6,7,2,5,7,5,2,2,4,0.46,14620
5,6,6,6,2,6,4,6,4,2,8,6,7,7,7,5,4,3,4,3,0.505,14621
2,5,5,5,6,6,1,5,3,5,4,8,6,7,3,6,2,3,10,7,0.495,14622
2,3,6,3,4,9,2,1,6,7,3,5,2,7,1,8,5,8,4,5,0.455,14623
7,8,3,7,4,7,4,6,3,4,4,2,3,6,7,3,2,14,5,7,0.53,14624
5,3,5,7,7,4,4,7,4,8,7,7,2,4,5,8,1,6,6,5,0.525,14625
2,5,3,5,5,8,3,7,5,9,6,9,2,3,5,7,7,4,3,2,0.5,14626
3,4,3,6,5,7,1,3,6,3,6,5,5,5,5,2,3,3,3,6,0.42,14627
7,6,4,2,2,4,4,3,7,3,7,5,5,7,5,3,9,6,8,1,0.49,14628
5,9,9,4,1,6,10,8,4,11,4,3,5,2,6,3,0,5,6,2,0.515,14629
0,6,11,3,4,5,4,4,7,4,7,3,2,4,9,3,7,7,3,11,0.52,14630
6,4,4,6,6,3,8,2,4,7,6,10,4,8,5,3,3,2,2,4,0.485,14631
5,4,3,6,4,3,5,2,4,4,1,4,4,5,5,7,7,9,6,5,0.465,14632
7,4,3,4,3,3,4,4,7,5,2,6,5,4,8,5,6,7,5,6,0.49,14633
4,6,7,8,3,8,6,5,3,6,5,2,7,7,2,4,3,6,4,7,0.515,14634
4,9,9,6,5,3,3,1,1,1,0,4,3,4,1,6,3,6,7,4,0.4,14635
7,5,8,5,8,1,5,4,6,6,5,5,4,4,3,5,8,2,10,7,0.54,14636
5,3,3,4,4,2,6,3,4,5,7,6,7,5,5,7,5,2,2,5,0.45,14637
5,5,7,1,8,6,5,3,2,5,4,4,4,4,8,3,5,5,7,1,0.46,14638
7,5,3,5,5,3,4,4,4,4,4,7,6,5,2,5,9,5,4,5,0.48,14639
5,3,7,3,2,4,4,6,8,2,8,5,9,6,2,4,8,6,6,4,0.51,14640
5,8,2,5,2,5,5,3,4,6,2,5,8,7,5,2,3,7,4,1,0.445,14641
5,4,6,8,11,5,2,5,8,5,6,6,10,2,3,4,7,5,6,2,0.55,14642
7,2,6,4,7,4,7,8,4,8,6,10,1,2,6,3,6,3,5,2,0.505,14643
9,1,9,2,5,6,7,11,5,5,6,3,7,3,5,2,8,8,7,6,0.575,14644
5,4,2,5,4,7,4,7,4,6,6,2,9,5,0,6,9,3,6,11,0.525,14645
5,4,7,5,3,6,4,7,11,4,3,7,4,3,7,6,3,3,2,3,0.485,14646
6,2,4,7,5,8,8,5,6,2,4,1,4,7,6,2,6,3,7,4,0.485,14647
13,8,3,7,5,11,8,9,7,4,10,4,3,7,6,5,3,6,4,4,0.635,14648
5,2,2,8,4,9,8,9,6,5,6,4,5,2,8,2,5,1,9,7,0.535,14649
8,2,5,3,7,3,9,3,6,2,4,7,5,8,9,3,4,2,6,4,0.5,14650
8,4,8,3,6,8,7,7,6,6,3,3,7,7,13,4,7,3,6,7,0.615,14651
7,2,2,3,10,7,3,5,5,3,13,4,6,5,5,3,0,7,6,4,0.5,14652
10,5,3,1,8,6,3,6,4,9,7,2,4,5,5,1,5,7,7,7,0.525,14653
5,3,5,4,7,3,7,5,5,5,3,5,2,7,6,5,3,6,6,5,0.485,14654
5,6,6,4,4,3,3,5,4,3,2,5,6,7,4,5,6,8,1,7,0.47,14655
3,3,10,7,3,11,2,3,7,8,3,4,5,3,5,4,3,5,7,6,0.51,14656
4,4,4,3,6,1,1,7,1,7,5,8,3,4,2,4,5,6,7,6,0.44,14657
5,5,2,3,6,3,5,7,7,4,5,7,0,8,5,2,6,2,9,4,0.475,14658
0,4,7,5,2,4,4,8,6,5,3,0,6,5,0,9,4,5,13,7,0.485,14659
8,6,7,8,5,5,3,2,2,4,2,3,6,5,5,2,10,3,5,6,0.485,14660
7,14,5,4,4,6,4,6,5,4,9,7,5,9,5,6,7,0,6,1,0.57,14661
5,6,6,9,3,2,9,3,2,3,6,4,4,10,4,1,4,5,2,4,0.46,14662
4,5,3,11,6,3,6,2,2,3,2,5,8,6,6,7,3,7,5,4,0.49,14663
2,5,6,2,6,3,4,6,6,4,3,6,6,5,6,7,3,10,4,7,0.505,14664
9,8,3,4,3,7,7,6,2,3,8,6,4,4,4,7,4,4,7,13,0.565,14665
6,6,5,4,7,4,6,3,7,2,6,10,4,5,5,7,5,7,5,3,0.535,14666
4,4,5,5,2,5,7,5,3,6,3,6,10,1,5,4,4,8,4,7,0.49,14667
3,6,7,10,5,7,3,1,6,3,5,7,10,4,8,5,7,6,5,6,0.57,14668
6,4,4,5,2,9,5,6,12,1,5,2,6,5,6,8,4,4,7,4,0.525,14669
1,2,9,7,2,4,6,3,1,9,6,10,6,6,5,3,3,3,5,6,0.485,14670
3,5,2,7,6,6,1,4,6,4,9,2,8,7,4,6,5,3,2,5,0.475,14671
7,4,6,7,2,6,3,1,5,3,8,7,6,4,7,5,8,3,9,5,0.53,14672
4,3,4,5,4,3,6,8,5,6,8,4,3,5,4,5,5,6,1,8,0.485,14673
3,3,5,6,2,8,6,6,6,5,8,5,5,6,5,6,5,2,4,9,0.525,14674
3,4,3,6,8,3,5,7,3,2,10,7,8,4,7,6,2,4,5,1,0.49,14675
6,4,6,6,7,7,8,8,13,3,5,10,9,4,4,4,2,8,1,6,0.605,14676
2,7,5,4,7,1,2,9,8,3,3,5,1,8,10,4,6,3,8,3,0.495,14677
7,4,7,7,7,8,5,9,7,9,6,7,4,4,5,3,7,10,8,4,0.64,14678
9,6,5,6,3,3,4,6,7,5,2,4,5,4,4,5,5,3,5,1,0.46,14679
9,3,4,8,3,4,6,2,5,7,7,8,8,4,7,2,8,7,2,10,0.57,14680
6,4,8,4,2,4,5,3,0,3,5,4,0,3,5,6,3,6,4,5,0.4,14681
5,2,3,4,7,6,6,8,5,4,3,12,10,4,2,2,6,6,2,4,0.505,14682
3,5,5,5,5,3,9,3,6,5,6,2,4,5,2,6,4,6,5,7,0.48,14683
6,6,5,11,4,5,8,0,8,3,4,4,6,4,9,5,8,4,5,5,0.55,14684
11,3,3,4,3,5,4,6,11,5,8,2,7,7,7,3,6,3,1,5,0.52,14685
3,2,5,3,5,3,4,4,6,11,4,4,4,5,4,6,4,7,6,7,0.485,14686
1,2,4,6,5,3,4,3,6,3,5,3,6,7,8,5,5,6,4,5,0.455,14687
7,7,3,8,4,4,3,6,5,5,8,5,6,7,10,5,6,2,2,5,0.54,14688
2,4,4,5,3,4,8,6,4,7,3,2,5,5,7,4,4,6,4,3,0.45,14689
7,2,3,8,5,6,6,9,8,3,4,3,2,3,7,5,4,5,2,8,0.5,14690
6,3,4,4,3,4,3,7,2,5,6,5,3,7,9,6,0,5,3,5,0.45,14691
4,9,2,6,9,8,5,5,7,3,4,4,3,2,5,4,6,7,5,2,0.5,14692
3,6,9,6,3,6,3,6,5,5,5,8,4,5,6,4,3,8,2,7,0.52,14693
3,6,7,6,5,1,5,0,4,5,6,6,4,2,2,10,4,3,8,7,0.47,14694
2,7,6,4,3,4,8,5,4,8,5,4,4,5,7,9,9,3,5,3,0.525,14695
5,3,3,6,5,6,4,3,5,4,8,6,2,4,4,2,6,9,8,7,0.5,14696
5,4,3,2,7,4,9,4,5,9,7,4,6,7,7,6,5,12,5,4,0.575,14697
3,5,8,7,6,4,7,4,7,6,7,2,2,9,5,4,4,6,2,3,0.505,14698
4,4,5,2,7,7,3,6,2,10,4,5,6,3,2,8,6,2,2,6,0.47,14699
7,11,7,3,4,4,4,1,4,5,4,6,5,5,6,4,7,7,4,3,0.505,14700
2,1,6,6,3,6,1,4,7,3,4,4,4,13,3,9,5,4,6,7,0.49,14701
10,5,4,3,6,6,7,6,6,3,1,4,7,3,6,2,4,6,3,6,0.49,14702
3,3,1,5,3,3,5,9,8,8,6,5,3,5,3,1,5,4,3,5,0.44,14703
5,7,2,2,10,7,6,3,3,2,4,7,7,5,3,8,7,3,5,5,0.505,14704
4,7,6,5,6,9,3,3,3,4,4,6,0,2,4,4,2,5,4,4,0.425,14705
1,6,5,6,8,9,5,10,4,6,7,4,0,4,8,5,3,7,5,3,0.53,14706
2,10,3,5,8,6,7,6,2,9,6,7,3,8,3,1,4,4,5,7,0.53,14707
5,4,6,3,5,4,4,2,3,6,6,4,5,3,5,4,4,3,3,9,0.44,14708
7,2,3,6,7,6,7,3,8,3,4,1,3,4,3,7,3,3,7,10,0.485,14709
2,7,8,4,7,2,1,9,6,8,2,7,3,5,4,6,3,1,2,4,0.455,14710
8,1,8,5,5,5,8,5,4,10,10,4,2,4,10,7,8,6,4,10,0.62,14711
6,6,9,2,3,5,5,2,8,1,3,4,5,7,3,3,4,2,5,5,0.44,14712
5,1,4,2,2,6,3,2,5,4,3,7,7,7,4,7,4,4,3,6,0.43,14713
6,7,9,3,9,6,5,4,4,3,2,4,5,4,7,3,5,4,6,4,0.5,14714
